image,PetID,label
petfinder_data/train_images/015da9e87-1.jpg,015da9e87,0
petfinder_data/train_images/022606901-1.jpg,022606901,0
petfinder_data/train_images/02f89bdcb-1.jpg,02f89bdcb,0
petfinder_data/train_images/03f217352-1.jpg,03f217352,0
petfinder_data/train_images/040a9a6f9-1.jpg,040a9a6f9,0
petfinder_data/train_images/0529ad4d9-1.jpg,0529ad4d9,0
petfinder_data/train_images/056bb97e4-1.jpg,056bb97e4,0
petfinder_data/train_images/056bf1b17-1.jpg,056bf1b17,0
petfinder_data/train_images/06ecc204f-1.jpg,06ecc204f,0
petfinder_data/train_images/06ed12b93-1.jpg,06ed12b93,0
petfinder_data/train_images/07417927d-1.jpg,07417927d,0
petfinder_data/train_images/081c0a12d-1.jpg,081c0a12d,0
petfinder_data/train_images/092a37bcf-1.jpg,092a37bcf,0
petfinder_data/train_images/0a4b42306-1.jpg,0a4b42306,0
petfinder_data/train_images/0a555d688-1.jpg,0a555d688,0
petfinder_data/train_images/0c0214da4-1.jpg,0c0214da4,0
petfinder_data/train_images/0cf7fae9d-1.jpg,0cf7fae9d,0
petfinder_data/train_images/0d6cb5b69-1.jpg,0d6cb5b69,0
petfinder_data/train_images/0e107c82f-1.jpg,0e107c82f,0
petfinder_data/train_images/0e4cf50f4-1.jpg,0e4cf50f4,0
petfinder_data/train_images/0e6dd5e23-1.jpg,0e6dd5e23,0
petfinder_data/train_images/0e922caab-1.jpg,0e922caab,0
petfinder_data/train_images/0eaa9f888-1.jpg,0eaa9f888,0
petfinder_data/train_images/0fd68ca16-1.jpg,0fd68ca16,0
petfinder_data/train_images/0fe419dc3-1.jpg,0fe419dc3,0
petfinder_data/train_images/102c931d8-1.jpg,102c931d8,0
petfinder_data/train_images/1035db262-1.jpg,1035db262,0
petfinder_data/train_images/10711bb95-1.jpg,10711bb95,0
petfinder_data/train_images/113252df2-1.jpg,113252df2,0
petfinder_data/train_images/12380b365-1.jpg,12380b365,0
petfinder_data/train_images/1258aaebb-1.jpg,1258aaebb,0
petfinder_data/train_images/1347325db-1.jpg,1347325db,0
petfinder_data/train_images/13485ebf1-1.jpg,13485ebf1,0
petfinder_data/train_images/13c4c2d4c-1.jpg,13c4c2d4c,0
petfinder_data/train_images/13efc38c1-1.jpg,13efc38c1,0
petfinder_data/train_images/13fb61859-1.jpg,13fb61859,0
petfinder_data/train_images/142da3f69-1.jpg,142da3f69,0
petfinder_data/train_images/14f3fbc84-1.jpg,14f3fbc84,0
petfinder_data/train_images/1557f91e8-1.jpg,1557f91e8,0
petfinder_data/train_images/156ab0f97-1.jpg,156ab0f97,0
petfinder_data/train_images/158bc6f24-1.jpg,158bc6f24,0
petfinder_data/train_images/162195d38-1.jpg,162195d38,0
petfinder_data/train_images/164857bd8-1.jpg,164857bd8,0
petfinder_data/train_images/172305d1b-1.jpg,172305d1b,0
petfinder_data/train_images/175c5bce0-1.jpg,175c5bce0,0
petfinder_data/train_images/191660250-1.jpg,191660250,0
petfinder_data/train_images/192303603-1.jpg,192303603,0
petfinder_data/train_images/198357b7e-1.jpg,198357b7e,0
petfinder_data/train_images/19b1f4263-1.jpg,19b1f4263,0
petfinder_data/train_images/1a0180eb9-1.jpg,1a0180eb9,0
petfinder_data/train_images/1a0499255-1.jpg,1a0499255,0
petfinder_data/train_images/1a8fd6707-1.jpg,1a8fd6707,0
petfinder_data/train_images/1ac22584b-1.jpg,1ac22584b,0
petfinder_data/train_images/1ae4a77ba-1.jpg,1ae4a77ba,0
petfinder_data/train_images/1c59cecac-1.jpg,1c59cecac,0
petfinder_data/train_images/1c60a65e8-1.jpg,1c60a65e8,0
petfinder_data/train_images/1cdf69df6-1.jpg,1cdf69df6,0
petfinder_data/train_images/1d90e5473-1.jpg,1d90e5473,0
petfinder_data/train_images/1dbcdd322-1.jpg,1dbcdd322,0
petfinder_data/train_images/1de957113-1.jpg,1de957113,0
petfinder_data/train_images/1eb1f56ed-1.jpg,1eb1f56ed,0
petfinder_data/train_images/1efbef49e-1.jpg,1efbef49e,0
petfinder_data/train_images/1f2bd07e8-1.jpg,1f2bd07e8,0
petfinder_data/train_images/208843e22-1.jpg,208843e22,0
petfinder_data/train_images/20bad295b-1.jpg,20bad295b,0
petfinder_data/train_images/219a1308d-1.jpg,219a1308d,0
petfinder_data/train_images/229d33382-1.jpg,229d33382,0
petfinder_data/train_images/2340f8360-1.jpg,2340f8360,0
petfinder_data/train_images/23a5c1e87-1.jpg,23a5c1e87,0
petfinder_data/train_images/23e49bd2e-1.jpg,23e49bd2e,0
petfinder_data/train_images/24d1c128d-1.jpg,24d1c128d,0
petfinder_data/train_images/24e0380f1-1.jpg,24e0380f1,0
petfinder_data/train_images/259b10a3e-1.jpg,259b10a3e,0
petfinder_data/train_images/26a07719d-1.jpg,26a07719d,0
petfinder_data/train_images/272a3fb52-1.jpg,272a3fb52,0
petfinder_data/train_images/28af3f2c9-1.jpg,28af3f2c9,0
petfinder_data/train_images/293061205-1.jpg,293061205,0
petfinder_data/train_images/2b2ec33ac-1.jpg,2b2ec33ac,0
petfinder_data/train_images/2b5249852-1.jpg,2b5249852,0
petfinder_data/train_images/2bf4445c7-1.jpg,2bf4445c7,0
petfinder_data/train_images/2c07c1abf-1.jpg,2c07c1abf,0
petfinder_data/train_images/2cf927db8-1.jpg,2cf927db8,0
petfinder_data/train_images/2def67952-1.jpg,2def67952,0
petfinder_data/train_images/2e989d559-1.jpg,2e989d559,0
petfinder_data/train_images/2e9ee4be9-1.jpg,2e9ee4be9,0
petfinder_data/train_images/2f7563006-1.jpg,2f7563006,0
petfinder_data/train_images/3002577b8-1.jpg,3002577b8,0
petfinder_data/train_images/310f053bd-1.jpg,310f053bd,0
petfinder_data/train_images/311ad9ac5-1.jpg,311ad9ac5,0
petfinder_data/train_images/3316a5619-1.jpg,3316a5619,0
petfinder_data/train_images/351586450-1.jpg,351586450,0
petfinder_data/train_images/356f1ecfb-1.jpg,356f1ecfb,0
petfinder_data/train_images/358f7abba-1.jpg,358f7abba,0
petfinder_data/train_images/3639e2409-1.jpg,3639e2409,0
petfinder_data/train_images/36e1415c8-1.jpg,36e1415c8,0
petfinder_data/train_images/372d1784a-1.jpg,372d1784a,0
petfinder_data/train_images/372f9cf86-1.jpg,372f9cf86,0
petfinder_data/train_images/383e5b82e-1.jpg,383e5b82e,0
petfinder_data/train_images/386990598-1.jpg,386990598,0
petfinder_data/train_images/38a7b1842-1.jpg,38a7b1842,0
petfinder_data/train_images/390689a38-1.jpg,390689a38,0
petfinder_data/train_images/3a8770d75-1.jpg,3a8770d75,0
petfinder_data/train_images/3b4ac67f0-1.jpg,3b4ac67f0,0
petfinder_data/train_images/3bbbccce4-1.jpg,3bbbccce4,0
petfinder_data/train_images/3cafd9500-1.jpg,3cafd9500,0
petfinder_data/train_images/3ce528284-1.jpg,3ce528284,0
petfinder_data/train_images/3dfe89264-1.jpg,3dfe89264,0
petfinder_data/train_images/3f10302c7-1.jpg,3f10302c7,0
petfinder_data/train_images/4009f9200-1.jpg,4009f9200,0
petfinder_data/train_images/40fa3f339-1.jpg,40fa3f339,0
petfinder_data/train_images/416cb5d6d-1.jpg,416cb5d6d,0
petfinder_data/train_images/4199f1957-1.jpg,4199f1957,0
petfinder_data/train_images/41bcb5de4-1.jpg,41bcb5de4,0
